survey_id,set_number,seine_id,set_type,set_time,lat,lon,set_sliders,set_poppers,set_dimpling,fish_retained,so_taken,so_total,pi_taken,pi_total,cu_taken,cu_total,co_taken,co_total,he_taken,he_total,ck_taken,ck_total,total_caught,collection_protocol,seine_comments,qc,survey_date,site_id,region,zone,site_name,crew,precip,cloud_cover,sea_state,wind_speed,wind_direction,tide_state,survey_time_start,survey_time_end,net_sets,survey_type,ysi_drop,ctd_drop,zoop_drop,survey_comments,sampling_week,year,yday,preservation_status,ysi_cast_id,ctd_cast_id,zoop_sample_id,secchi
DE602,3,DE602N3,targeted,10:00:00,50.3081,-125.32895,1,1,1,no,0,0,0,0,0,0,0,0,0,0,0,0,0,SEMSP,"set on area where dimples and poppers seen, but didn't capture any fish",SJ,2019-05-13,D09,DI,C,Okisollo Channel,"Sam James, Krystal Bachen, Sarah Friesen, Tyrel Froese",none,50,0,0,NA,flood,07:58:00,08:12:00,3,standard,1,2,3,"3rd set on school with popping and dimpling close to shore, possibly pink and chum but did not capture",May 12,2019,133,NA,NA,NA,NA,NA
DE605,1,DE605N1,random,08:00:00,50.24247,-125.3975,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,SEMSP,NA,SF,2019-05-15,D22,DI,W,McMullen Point,"Sam James, Tyrel Froese, Julian Gan, Emily Haughton",none,100,1,0.1-5,NW,ebb tide,07:30:00,07:43:00,1,standard,1,3,2,first official zero for Discovery Passage,May 12,2019,135,NA,NA,NA,NA,NA
DE607,1,DE607N1,targeted,09:00:00,50.31025,-125.320467,10,0,10,yes,31,1498,0,0,3,18,1,2,0,2,1,3,1523,SEMSP,"4 sockeye in poor condition when released, 1 trainer SO taken",SF,2019-05-21,D09,DI,C,Okisollo Channel,"Sarah Friesen, Julian Gan, Lauren Portner, Emily Haughton",none,75,1,5-10,NW,ebb tide,07:58:00,08:15:00,1,standard,12,3,"5, 6, 7",NA,May 19,2019,141,NA,NA,NA,NA,NA
DE608,1,DE608N1,targeted,08:25:00,50.2688,-125.357533,0,10,0,yes,0,0,10,456,3,3,0,0,0,0,0,0,459,SEMSP,1 pink escaped; collected 376 pink for Andrea Frommer's ocean acidification experiment,JG,2019-05-22,D27,DI,W,Granite Point,"Sam James, Tyrel Froese, Lauren Portner, Julian Gan",none,0,3,10-15,NW,high slack,07:42:00,07:57:00,1,standard,12,3,"4,5,6,7",NA,May 19,2019,142,NA,NA,NA,NA,NA
DE609,1,DE609N1,targeted,08:30:00,50.442683,-125.277333,0,0,10,yes,30,90,0,0,0,0,1,1,0,0,0,0,91,SEMSP,Net collapsed during retrieval so no licing was done; 1 trainer sockeye taken,JG,2019-05-23,D10,DI,E,Hall Point,"Julian Gan, Sarah Friesen, Tyrel Froese, Isabelle Desmarais",none,75,1,10-15,NW,high slack,07:12:00,07:25:00,1,standard,2,1,3,Net collapsed during retrieval so no licing was done. No YSI at time of fish capture.,May 26,2019,143,NA,NA,NA,NA,NA
JE505,1,JE505N1,random,09:48:00,50.54622,-126.66857,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,SEMSP,NA,STB,2019-05-23,J03,JS,N,Cracroft Point,"Katie Davidson, Erin Pippus, Sara Tremblay-Boyer, Tesarla Johnson",none,100,1,5-10,NW,flood,09:03:00,09:17:00,1,standard,1,2,NA,no zoop tows; bc of weather we were stuck in Sointula for 3 days with the zoop sample and had to discard it,May 26,2019,143,NA,NA,NA,NA,NA
JE506,1,JE506N1,targeted,07:16:00,50.54025,-126.78289,10,1,10,yes,10,185,0,0,10,518,0,37,0,0,0,0,740,SEMSP,NA,EP,2019-05-26,J11,JS,S,Blinkhorn Bay,"Katie Davidson, Erin Pippus, Sara Tremblay-Boyer, Tesarla Johnson",none,0,0,0,NA,flood,06:36:00,06:52:00,1,standard,12,3,"4,5","beginning of zoop drop 4 miscast to 2m, not cleaned",May 26,2019,146,NA,NA,NA,NA,NA
DE610,1,DE610N1,targeted,07:35:00,50.305683,-125.3377,10,0,1,yes,30,1677,1,1,0,0,0,0,0,0,0,0,1678,SEMSP,NA,JG,2019-05-25,D09,DI,C,Okisollo Channel,"Sam James, Julian Gan, Sarah Friesen, Caroline Graham",none,50,2,10-15,NW,high slack,06:56:00,07:10:00,1,standard,1,2,3,No YSI at time of fish capture,May 26,2019,145,NA,NA,NA,NA,NA
DE612,1,DE612N1,targeted,06:53:00,50.2692,-125.360867,0,10,0,yes,1,1,10,4680,4,524,0,0,0,0,1,1,5206,SEMSP,"Number of fish remaining in net was enumerated to several thousand, then estimated from that point forward",JG,2019-05-26,D27,DI,W,Granite Point,"Sam James, Brett Johnson, Tyrel Froese, Sarah Friesen",none,0,1,0.1-5,NW,flood,06:23:00,06:37:00,1,standard,12,4,3,1 botched zooplankton drop,May 26,2019,146,NA,NA,NA,NA,NA
DE613,1,DE613N1,targeted,10:56:00,50.241902,-125.397842,10,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,SEMSP,NA,JG,2019-05-26,D22,DI,W,McMullen Point,"Sam James, Brett Johnson, Tyrel Froese, Sarah Friesen",none,0,3,10-15,NW,flood,10:04:00,10:19:00,3,standard,23,1,4,NA,May 26,2019,146,NA,NA,NA,NA,NA
DE613,2,DE613N2,targeted,11:20:00,50.24135,-125.398056,10,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,SEMSP,NA,JG,2019-05-26,D22,DI,W,McMullen Point,"Sam James, Brett Johnson, Tyrel Froese, Sarah Friesen",none,0,3,10-15,NW,flood,10:04:00,10:19:00,3,standard,23,1,4,NA,May 26,2019,146,NA,NA,NA,NA,NA
DE613,3,DE613N3,random,11:40:00,50.2453,-125.395267,0,0,0,yes,5,5,0,0,7,7,1,1,0,0,0,0,13,SEMSP,NA,JG,2019-05-26,D22,DI,W,McMullen Point,"Sam James, Brett Johnson, Tyrel Froese, Sarah Friesen",none,0,3,10-15,NW,flood,10:04:00,10:19:00,3,standard,23,1,4,NA,May 26,2019,146,NA,NA,NA,NA,NA
DE615,1,DE615N1,targeted,08:20:00,50.442917,-125.27725,1,1,1,no,0,0,0,0,0,0,0,0,0,0,0,0,0,SEMSP,No fish were caught,TF,2019-05-27,D10,DI,E,Hall Point,"Tyrel Froese, Brett Johnson, Julian Gan, Caroline Graham",none,0,1,0.1-5,NW,flood,07:00:00,07:14:00,2,standard,1,2,3,Also conducted two training sets before official sets; first trainer set yielded 1 sockeye and 1 chum but was not officially enumerated,May 26,2019,147,NA,NA,NA,NA,NA
DE615,2,DE615N2,targeted,09:00:00,50.440383,-125.2715,0,0,10,no,0,0,0,0,0,0,0,0,0,0,0,0,0,SEMSP,No fish were caught,TF,2019-05-27,D10,DI,E,Hall Point,"Tyrel Froese, Brett Johnson, Julian Gan, Caroline Graham",none,0,1,0.1-5,NW,flood,07:00:00,07:14:00,2,standard,1,2,3,Also conducted two training sets before official sets; first trainer set yielded 1 sockeye and 1 chum but was not officially enumerated,May 26,2019,147,NA,NA,NA,NA,NA
DE616,1,DE616N1,targeted,09:55:00,50.45645,-125.2677,1,0,10,yes,30,215,0,0,10,90,1,1,6,6,0,0,312,SEMSP,1 trainer CU taken,TF,2019-05-27,D35,DI,E,Denham Bay,"Tyrel Froese, Brett Johnson, Julian Gan, Caroline Graham",none,0,0,0.1-5,NW,flood,NA,NA,1,non-standard,12,5,4,"Did not conduct a visual survey, but saw lots of sliding activity prior to setting the net and after fish processsing; 1 botched zooplankton drop",May 26,2019,147,NA,NA,NA,NA,NA
DE614,1,DE614N1,targeted,07:45:00,50.30545,-125.33815,10,0,10,no,0,0,0,0,0,0,0,0,0,0,0,0,0,SEMSP,NA,TF,2019-05-28,D09,DI,C,Okisollo Channel,"Sam James, Julian Gan, Sarah Friesen, Caroline Graham",none,25,1,5-10,NW,flood,06:37:00,06:52:00,4,standard,12,6,"3,4",NA,May 26,2019,148,NA,NA,NA,NA,NA
DE614,2,DE614N2,targeted,08:05:00,50.305267,-125.33815,10,0,10,no,0,2,0,0,0,3,0,0,0,0,0,0,5,SEMSP,NA,TF,2019-05-28,D09,DI,C,Okisollo Channel,"Sam James, Julian Gan, Sarah Friesen, Caroline Graham",none,25,1,5-10,NW,flood,06:37:00,06:52:00,4,standard,12,6,"3,4",NA,May 26,2019,148,NA,NA,NA,NA,NA
DE614,3,DE614N3,targeted,08:25:00,50.304033,-125.3394,10,0,10,yes,30,280,10,14,6,6,0,1,1,1,0,0,302,SEMSP,NA,TF,2019-05-28,D09,DI,C,Okisollo Channel,"Sam James, Julian Gan, Sarah Friesen, Caroline Graham",none,25,1,5-10,NW,flood,06:37:00,06:52:00,4,standard,12,6,"3,4",NA,May 26,2019,148,NA,NA,NA,NA,NA
DE614,4,DE614N4,targeted,12:40:00,50.30215,-125.339583,10,0,1000,no,0,693,0,0,0,77,0,0,0,5,0,0,775,SEMSP,Conducted set to try to get more accurate count of presence correlated to surface activity observed.,TF,2019-05-28,D09,DI,C,Okisollo Channel,"Sam James, Julian Gan, Sarah Friesen, Caroline Graham",none,25,1,5-10,NW,flood,06:37:00,06:52:00,4,standard,12,6,"3,4",NA,May 26,2019,148,NA,NA,NA,NA,NA
JE508,1,JE508N1,targeted,08:40:00,50.60181,-126.70432,10,10,10,yes,30,2838,0,0,5,29,0,0,10,29,0,0,2896,SEMSP,NA,EP,2019-05-29,J02,JS,N,Swanson Island,"Katie Davidson, Erin Pippus, Sara Tremblay-Boyer, Tesarla Johnson",none,75,1,0.1-5,NW,high slack,07:58:00,08:14:00,1,standard,12,3,4,NA,May 26,2019,149,NA,NA,NA,NA,NA
JE509,1,JE509N1,targeted,07:23:00,50.53974,-126.78125,1,1,10,no,0,0,0,0,0,0,0,0,0,0,0,0,0,SEMSP,NA,KD,2019-05-30,J11,JS,S,Blinkhorn Bay,"Katie Davidson, Erin Pippus, Sara Tremblay-Boyer, Tesarla Johnson",none,100,1,0.1-5,NW,ebb tide,06:46:00,07:01:00,2,standard,12,3,4,Set 1 botched due to net deployment,June 2,2019,150,NA,NA,NA,NA,NA
JE509,2,JE509N2,targeted,07:59:00,50.54062,-126.78237,1,1,1,yes,30,201,0,0,2,2,0,0,6,6,0,0,209,SEMSP,NA,KD,2019-05-30,J11,JS,S,Blinkhorn Bay,"Katie Davidson, Erin Pippus, Sara Tremblay-Boyer, Tesarla Johnson",none,100,1,0.1-5,NW,ebb tide,06:46:00,07:01:00,2,standard,12,3,4,Set 1 botched due to net deployment,June 2,2019,150,NA,NA,NA,NA,NA
DE617,1,DE617N1,targeted,06:55:00,50.275033,-125.378217,0,10,0,yes,3,3,10,760,6,6,1,1,0,0,1,1,771,SEMSP,NA,JG,2019-05-29,D27,DI,W,Granite Point,"Brett Johnson, Krystal Bachen, Isabelle Desmarais, Sarah Friesen",none,0,1,10-15,NW,ebb tide,06:29:00,06:44:00,1,standard,13,2,4,NA,May 26,2019,149,NA,NA,NA,NA,NA
JE510,1,JE510N1,targeted,07:30:00,50.54637,-126.66978,1,1,1,no,0,0,0,0,0,0,0,0,0,0,0,0,0,SEMSP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JE510,2,JE510N2,targeted,08:03:00,50.54552,-126.66193,1,1,10,no,0,0,0,0,0,0,0,0,0,0,0,0,0,SEMSP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JE510,3,JE510N3,targeted,08:40:00,50.54615,-126.6701,1,1,10,yes,30,71,0,0,10,16,1,12,10,24,0,0,123,SEMSP,NA,KD,2019-05-31,J03,JS,N,Cracroft Point,"Katie Davidson, Erin Pippus, Sara Tremblay-Boyer, Tesarla Johnson",none,100,1,0.1-5,NW,ebb tide,06:23:00,06:38:00,3,standard,12,3,4,Current very strong during transect,June 2,2019,151,NA,NA,NA,NA,NA
DE618,1,DE618N1,targeted,08:00:00,50.442933,-125.278717,0,10,0,no,0,0,0,300,0,0,0,0,0,0,0,0,~300 sand lance were gill-netted by fine mesh; released 300-400 pinks in order to deal with bycatch so no sampling or enumeration was conducted. Approx. half of sand lance that were released looked unhealthy,SEMSP,NA,TF,2019-05-30,D10,DI,E,Hall Point,"Brett Johnson, Caroline Graham, Tyrel Froese, Sarah Friesen",none,0,1,0.1-5,NA,flood,07:05:00,07:20:00,1,standard,1,2,3,~300 sand lance were gill-netted by fine mesh; released 300-400 pinks in order to deal with bycatch so no sampling or enumeration was conducted. Approx. half of sand lance that were released looked unhealthy,June 2,2019,150,NA,NA,NA,NA,NA
DE619,1,DE619N1,targeted,09:45:00,50.456733,-125.268833,10,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,SEMSP,No fish were caught,TF,2019-05-30,D35,DI,E,Denham Bay,"Brett Johnson, Caroline Graham, Tyrel Froese, Sarah Friesen",none,0,1,0.1-5,NA,flood,NA,NA,2,non-standard,12,3,4,NA,June 2,2019,150,NA,NA,NA,NA,NA
DE619,2,DE619N2,targeted,10:15:00,50.45715,-125.268117,10,0,0,yes,33,801,0,0,10,18,0,0,3,4,0,0,823,SEMSP,NA,TF,2019-05-30,D35,DI,E,Denham Bay,"Brett Johnson, Caroline Graham, Tyrel Froese, Sarah Friesen",none,0,1,0.1-5,NA,flood,NA,NA,2,non-standard,12,3,4,NA,June 2,2019,150,NA,NA,NA,NA,NA
DE620,1,DE620N1,targeted,07:30:00,50.271417,-125.366183,0,0,10,yes,1,1,10,288,10,428,0,0,0,0,1,1,718,SEMSP,NA,JG,2019-06-01,D27,DI,W,Granite Point,"Sam James, Krystal Bachen, Julian Gan, Justin Carless",none,75,2,10-15,NW,ebb tide,06:29:00,06:45:00,1,standard,12,3,4,NA,June 2,2019,152,NA,NA,NA,NA,NA
DE626,1,DE626N1,targeted,07:14:00,50.3055,-125.3351,0,0,10,yes,31,72,10,73,10,71,0,0,1,1,0,0,217,SEMSP,NA,SF,2019-06-05,D09,DI,C,Okisollo Channel,"Sam James, Krystal Bachen, Sarah Friesen, Jacob Lerner",light,100,0,0.1-5,SE,ebb tide,06:43:00,06:58:00,1,standard,12,3,"4,5",CTD hit bottom right near end of downcast,June 2,2019,156,NA,NA,NA,NA,NA
DE621,1,DE621N1,targeted,07:25:00,50.308217,-125.327317,10,0,100,no,0,1,0,0,0,0,0,0,0,0,0,0,1,SEMSP,NA,JG,2019-06-02,D09,DI,C,Okisollo Channel,"Brett Johnson, Krystal Bachen, Julian Gan, Jacob Lerner",none,50,1,0.1-5,NW,ebb tide,06:48:00,07:03:00,2,standard,12,3,4.5,NA,June 2,2019,153,NA,NA,NA,NA,NA
DE621,2,DE621N2,targeted,07:50:00,50.308533,-125.3281,1,0,10,yes,30,42,10,604,10,604,1,1,3,6,0,0,1257,SEMSP,NA,JG,2019-06-02,D09,DI,C,Okisollo Channel,"Brett Johnson, Krystal Bachen, Julian Gan, Jacob Lerner",none,50,1,0.1-5,NW,ebb tide,06:48:00,07:03:00,2,standard,12,3,4.5,NA,June 2,2019,153,NA,NA,NA,NA,NA
JE511,1,JE511N1,targeted,05:56:00,50.53986,-126.77921,10,0,0,yes,10,505,0,0,0,55,0,0,0,0,0,0,560,SEMSP,"too choppy to keep fish, estimated total # in net and released. Estimated totals for chum and sockeye based on ""in net estimate"" not ""census"". Numbers for pink/coho/herring could be off, but unlikely we missed them in the net",KD,2019-06-05,J11,JS,S,Blinkhorn Bay,"Katie Davidson, Erin Pippus, Sara Tremblay-Boyer, Tesarla Johnson",none,100,1,0,NA,low slack,05:28:00,05:43:00,1,standard,12,3,4,"paused for 1 minute because of debris in prop 11 minutes into transect. Too choppy to keep fish - estimated # in net and released total. Therefore, fish totals calculated from ""leftover in-net estimate"", NOT ""census""",June 2,2019,156,NA,NA,NA,NA,NA
JE513,1,JE513N1,random,11:00:00,50.601398,-126.702403,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,SEMSP,NA,STB,2019-06-05,J02,JS,N,Swanson Island,"Katie Davidson, Erin Pippus, Sara Tremblay-Boyer, Tesarla Johnson",light,100,2,5-10,SE,flood,09:37:00,09:53:00,2,standard,1,2,3,NA,June 2,2019,156,NA,NA,NA,NA,NA
JE513,2,JE513N2,random,11:30:00,50.601457,-126.702725,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,SEMSP,NA,STB,2019-06-05,J02,JS,N,Swanson Island,"Katie Davidson, Erin Pippus, Sara Tremblay-Boyer, Tesarla Johnson",light,100,2,5-10,SE,flood,09:37:00,09:53:00,2,standard,1,2,3,NA,June 2,2019,156,NA,NA,NA,NA,NA
JE514,1,JE514N1,targeted,06:06:00,50.54037,-126.78188,1,0,10,yes,30,267,0,0,2,30,0,0,0,3,0,0,300,SEMSP,NA,STB,2019-06-06,J11,JS,S,Blinkhorn Bay,"Katie Davidson, Erin Pippus, Sara Tremblay-Boyer, Tesarla Johnson",none,25,2,0.1-5,NW,flood,05:35:00,05:49:00,1,standard,12,3,4,"10 sockeye release in poor condition, school released due to poor weather",June 9,2019,157,NA,NA,NA,NA,NA
JE515,1,JE515N1,targeted,12:15:00,50.6018,-126.70077,0,0,10,yes,7,7,0,0,8,8,10,15,2,2,0,0,32,SEMSP,NA,STB,2019-06-06,J02,JS,N,Swanson Island,"Katie Davidson, Erin Pippus, Sara Tremblay-Boyer, Tesarla Johnson",light,100,1,0.1-5,NW,ebb tide,10:34:00,10:51:00,1,standard,12,3,4,strong currents during transect,June 9,2019,157,NA,NA,NA,NA,NA
JE516,1,JE516N1,targeted,06:45:00,50.5447,-126.66235,0,0,10,yes,30,58,0,0,10,38,2,2,0,0,0,0,98,SEMSP,NA,TJ,2019-06-09,J03,JS,N,Cracroft Point,"Katie Davidson, Erin Pippus, Sara Tremblay-Boyer, Tesarla Johnson",none,100,0,0,NA,flood,06:07:00,06:21:00,1,standard,12,3,6,zoop drops 4 and 5 miscasts,June 9,2019,160,NA,NA,NA,NA,NA
JE517,1,JE517N1,targeted,07:06:00,50.54026,-126.78209,1,0,10,yes,30,81,0,0,10,51,0,0,1,1,0,0,133,SEMSP,NA,EP,2019-06-10,J11,JS,S,Blinkhorn Bay,"Katie Davidson, Erin Pippus, Sara Tremblay-Boyer, Tesarla Johnson",none,100,1,0.1-5,NW,flood,06:27:00,06:41:00,1,standard,12,3,4,CTD form has been sent when portal was down and we never see it ever again. it didnt come on the other side of the internet.,June 9,2019,161,NA,NA,NA,NA,NA
DE623,1,DE623N1,targeted,08:28:00,50.457167,-125.262433,1,0,0,yes,30,80,0,0,0,0,0,0,1,1,0,0,81,SEMSP,NA,SF,2019-06-03,D35,DI,E,Denham Bay,"Brett Johnson, Tyrel Froese, Sarah Friesen, Jacob Lerner",none,25,1,5-10,NW,ebb tide,NA,NA,1,standard,12,4,3,didn't conduct visual survey at secondary site,June 2,2019,154,NA,NA,NA,NA,NA
DE624,1,DE624N1,targeted,07:30:00,50.274683,-125.377683,0,1,0,yes,1,1,10,273,10,122,0,0,0,0,0,0,396,SEMSP,NA,JG,2019-06-04,D27,DI,W,Granite Point,"Sam James, Julian Gan, Krystal Bachen, Jacob Lerner",none,25,1,5-10,NW,ebb tide,06:30:00,06:44:00,1,standard,1,2,3,No YSI taken @ time of fish capture,June 2,2019,155,NA,NA,NA,NA,NA
DE627,1,DE627N1,targeted,08:10:00,50.44365,-125.27435,1,0,10,yes,30,35,0,0,10,46,0,1,0,1,0,0,83,SEMSP,NA,SF,2019-06-06,D10,DI,E,Hall Point,"Sam James, Julian Gan, Tyrel Froese, Sarah Friesen",none,75,0,0.1-5,NA,ebb tide,07:20:00,07:34:00,1,standard,12,5,6,hole in bunt end of net; unknown number of fish escaped,June 9,2019,157,NA,NA,NA,NA,NA
DE628,1,DE628N1,targeted,07:15:00,50.306067,-125.330583,10,0,1,no,0,0,0,0,0,0,0,0,0,0,0,0,0,SEMSP,NA,SF,2019-06-10,D09,DI,C,Okisollo Channel,"Julian Gan, Sarah Friesen, Tyrel Froese, Jacob Lerner",light,100,0,0,NA,flood,06:45:00,07:00:00,3,standard,12,3,"4,5,6",one trainer chum taken in set 3; GoPros deployed at site,June 9,2019,161,NA,NA,NA,NA,NA
DE628,2,DE628N2,targeted,07:32:00,50.304683,-125.331683,10,0,10,no,0,0,0,0,0,8,0,0,0,0,0,0,8,SEMSP,NA,SF,2019-06-10,D09,DI,C,Okisollo Channel,"Julian Gan, Sarah Friesen, Tyrel Froese, Jacob Lerner",light,100,0,0,NA,flood,06:45:00,07:00:00,3,standard,12,3,"4,5,6",one trainer chum taken in set 3; GoPros deployed at site,June 9,2019,161,NA,NA,NA,NA,NA
DE628,3,DE628N3,targeted,07:40:00,50.303733,-125.3323,10,0,10,yes,30,68,0,0,10,67,0,1,1,1,0,0,137,SEMSP,NA,SF,2019-06-10,D09,DI,C,Okisollo Channel,"Julian Gan, Sarah Friesen, Tyrel Froese, Jacob Lerner",light,100,0,0,NA,flood,06:45:00,07:00:00,3,standard,12,3,"4,5,6",one trainer chum taken in set 3; GoPros deployed at site,June 9,2019,161,NA,NA,NA,NA,NA
JE518,1,JE518N1,targeted,07:12:00,50.54608,-126.66772,1,0,100,yes,30,73,0,0,10,397,0,0,2,3,0,0,473,SEMSP,NA,TJ,2019-06-11,J03,JS,N,Cracroft Point,"Katie Davidson, Erin Pippus, Sara Tremblay-Boyer, Tesarla Johnson",none,100,0,5-10,NW,flood,06:25:00,06:40:00,1,standard,12,3,"4,5",louse lost from draining whirlpack in bucket (unknown fish),June 9,2019,162,NA,NA,NA,NA,NA
DE629,1,DE629N1,targeted,07:00:00,50.2772,-125.376983,0,0,10,yes,3,3,10,165,11,385,0,0,0,0,0,0,553,SEMSP,NA,JG,2019-06-11,D27,DI,W,Granite Point,"Sam James, Julian Gan, Krystal Bachen, Jacob Lerner",none,0,1,5-10,NW,flood,06:21:00,06:35:00,1,standard,12,3,4,NA,June 9,2019,162,NA,NA,NA,NA,NA
DE630,1,DE630N1,targeted,09:55:00,50.243817,-125.3971,1,0,0,yes,30,180,2,2,10,235,0,0,3,3,0,0,420,SEMSP,NA,JG,2019-06-11,D22,DI,W,McMullen Point,"Sam James, Julian Gan, Krystal Bachen, Jacob Lerner",none,0,3,10-15,NW,flood,09:25:00,09:41:00,1,standard,12,4,5,NA,June 9,2019,162,NA,NA,NA,NA,NA
