2.5%,97.5%,estimate,region,site_id,year,month,day,species,stage,louse_species
0.1,1.1,0.6000000000000001,JS,J09,2017,07,06,CU,motile,caligus
0.5,1.8,1.15,JS,J03,2017,07,07,CU,motile,caligus
0,0.3,0.15,DI,D07,2018,05,14,CU,motile,caligus
0,0.3,0.15,DI,D09,2018,05,15,CU,motile,caligus
0,0,0,DI,D08,2018,05,17,CU,motile,caligus
0,0.625,0.3125,DI,D09,2018,05,22,CU,motile,caligus
0,0.75,0.375,DI,D27,2018,05,23,CU,motile,caligus
0,0.3,0.15,DI,D09,2018,05,28,CU,motile,caligus
0,0,0,DI,D10,2018,05,30,CU,motile,caligus
0,0.3,0.15,JS,J09,2018,05,31,CU,motile,caligus
0.2,1.2,0.7,JS,J03,2018,06,03,CU,motile,caligus
0,0.7,0.35,DI,D09,2018,06,04,CU,motile,caligus
0,0.5,0.25,DI,D27,2018,06,05,CU,motile,caligus
0,0.3,0.15,DI,D10,2018,06,07,CU,motile,caligus
0,0.4,0.2,JS,J09,2018,06,07,CU,motile,caligus
0,0,0,DI,D09,2018,06,11,CU,motile,caligus
0,0.6,0.3,DI,D22,2018,06,12,CU,motile,caligus
0,0.5,0.25,JS,J02,2018,06,12,CU,motile,caligus
0,0,0,DI,D10,2018,06,13,CU,motile,caligus
0,1.0024999999999977,0.5012499999999989,JS,J09,2018,06,14,CU,motile,caligus
0,0.3,0.15,DI,D09,2018,06,18,CU,motile,caligus
0,0.3,0.15,DI,D22,2018,06,19,CU,motile,caligus
0,0.5,0.25,DI,D10,2018,06,20,CU,motile,caligus
0,0.6,0.3,JS,J02,2018,06,20,CU,motile,caligus
0.3,0.9,0.6,JS,J09,2018,06,21,CU,motile,caligus
0.1,0.9,0.5,JS,J03,2018,06,23,CU,motile,caligus
0.5,1.3,0.9,DI,D09,2018,06,25,CU,motile,caligus
0,0.7,0.35,DI,D27,2018,06,26,CU,motile,caligus
0.1,0.7,0.39999999999999997,DI,D10,2018,06,27,CU,motile,caligus
0.2,0.8,0.5,JS,J09,2018,06,28,CU,motile,caligus
0,0,0,DI,D09,2018,07,03,CU,motile,caligus
0.6,2.7,1.6500000000000001,JS,J03,2018,07,03,CU,motile,caligus
0.2,1.4,0.7999999999999999,JS,J09,2018,07,04,CU,motile,caligus
0,0.5,0.25,DI,D10,2018,07,05,CU,motile,caligus
0,0,0,DI,D09,2019,05,21,CU,motile,caligus
0,0,0,DI,D27,2019,05,22,CU,motile,caligus
0,0,0,DI,D22,2019,05,26,CU,motile,caligus
0,0,0,DI,D27,2019,05,26,CU,motile,caligus
0.3,1.1,0.7000000000000001,JS,J11,2019,05,26,CU,motile,caligus
0.2,1,0.6,JS,J02,2019,05,29,CU,motile,caligus
0,1,0.5,JS,J11,2019,05,30,CU,motile,caligus
0,0.6,0.3,JS,J03,2019,05,31,CU,motile,caligus
0,1,0.5,DI,D09,2019,06,05,CU,motile,caligus
0,0.375,0.1875,JS,J02,2019,06,06,CU,motile,caligus
0,3,1.5,JS,J11,2019,06,06,CU,motile,caligus
0.2,1,0.6,JS,J03,2019,06,09,CU,motile,caligus
0.3,1.6,0.9500000000000001,DI,D09,2019,06,10,CU,motile,caligus
0.7,1.8,1.25,JS,J11,2019,06,10,CU,motile,caligus
0.1,0.9,0.5,JS,J03,2019,06,11,CU,motile,caligus
0,0.3,0.15,DI,D10,2019,06,12,CU,motile,caligus
0.3,1.4,0.85,JS,J11,2019,06,16,CU,motile,caligus
0,0.8,0.4,DI,D09,2019,06,24,CU,motile,caligus
0.5,1.7,1.1,JS,J11,2019,06,24,CU,motile,caligus
0,1,0.5,DI,D22,2019,06,25,CU,motile,caligus
0.1,2.3,1.2,DI,D27,2019,06,25,CU,motile,caligus
0.49750000000000016,1.2,0.8487500000000001,JS,J02,2019,06,28,CU,motile,caligus
1.3,2.2,1.75,JS,J11,2019,06,29,CU,motile,caligus
1.1,2.8,1.95,DI,D09,2019,07,02,CU,motile,caligus
0.9,2.8024999999999975,1.8512499999999987,DI,D27,2019,07,03,CU,motile,caligus
0.5,1.7,1.1,JS,J11,2019,07,06,CU,motile,caligus
2.3636363636363638,4.8204545454545435,3.5920454545454534,DI,D09,2019,07,08,CU,motile,caligus
1.8,5,3.4,DI,D27,2019,07,09,CU,motile,caligus
0.4,1.6,1,JS,J03,2019,07,09,CU,motile,caligus
0.4,1.6,1,JS,J11,2019,07,11,CU,motile,caligus
0.9,2.7,1.8,DI,D09,2019,07,22,CU,motile,caligus
0.14285714285714285,1.2857142857142858,0.7142857142857143,DI,D07,2015,05,21,PI,motile,caligus
0,0,0,JS,J09,2015,05,26,PI,motile,caligus
3,3,3,DI,D09,2015,06,03,PI,motile,caligus
0.13928571428571448,1.7142857142857142,0.9267857142857143,JS,J03,2015,06,04,PI,motile,caligus
0,0.6666666666666666,0.3333333333333333,DI,D07,2015,06,07,PI,motile,caligus
0,0,0,DI,D09,2015,06,07,PI,motile,caligus
0.3,1.6,0.9500000000000001,JS,J09,2015,06,07,PI,motile,caligus
3,3,3,JS,J03,2015,06,08,PI,motile,caligus
1,2,1.5,DI,D07,2015,06,09,PI,motile,caligus
2,2,2,DI,D09,2015,06,09,PI,motile,caligus
0,2,1,DI,D07,2015,06,11,PI,motile,caligus
0,0,0,DI,D09,2015,06,11,PI,motile,caligus
1,2,1.5,DI,D07,2015,06,13,PI,motile,caligus
1,1,1,DI,D09,2015,06,14,PI,motile,caligus
0,0.3,0.15,JS,J02,2015,06,16,PI,motile,caligus
0.4444444444444444,1.3333333333333333,0.8888888888888888,JS,J09,2015,06,16,PI,motile,caligus
0.3,1.2,0.75,JS,J03,2015,06,17,PI,motile,caligus
0,0.9,0.45,JS,J02,2015,06,19,PI,motile,caligus
0.3,1.1,0.7000000000000001,JS,J09,2015,06,19,PI,motile,caligus
0.42857142857142855,1.5714285714285714,1,DI,D09,2015,06,22,PI,motile,caligus
0.7,1.7,1.2,JS,J02,2015,06,23,PI,motile,caligus
0.1,0.6,0.35,JS,J03,2015,06,23,PI,motile,caligus
1,2.3,1.65,JS,J09,2015,06,23,PI,motile,caligus
0.5,1.4,0.95,DI,D09,2015,06,27,PI,motile,caligus
0.5555555555555556,1.4444444444444444,1,JS,J09,2015,06,27,PI,motile,caligus
0.09750000000000014,0.6,0.34875000000000006,JS,J03,2015,07,01,PI,motile,caligus
0,1.2857142857142858,0.6428571428571429,DI,D09,2015,07,02,PI,motile,caligus
0.1,1.3,0.7000000000000001,DI,D09,2015,07,07,PI,motile,caligus
0.6,2.1,1.35,JS,J09,2015,07,07,PI,motile,caligus
0,0,0,DI,D08,2016,05,14,PI,motile,caligus
0,0.6,0.3,DI,D22,2016,05,15,PI,motile,caligus
0.29750000000000015,1.2,0.74875,JS,J02,2016,05,22,PI,motile,caligus
0.1,0.9024999999999977,0.5012499999999989,JS,J09,2016,05,22,PI,motile,caligus
0,0.5,0.25,DI,D09,2016,05,23,PI,motile,caligus
0.1111111111111111,0.6666666666666666,0.38888888888888884,DI,D22,2016,05,23,PI,motile,caligus
0.1111111111111111,0.6666666666666666,0.38888888888888884,DI,D09,2016,05,27,PI,motile,caligus
0,0,0,DI,D22,2016,05,27,PI,motile,caligus
0,0,0,JS,J09,2016,05,27,PI,motile,caligus
0.16666666666666666,0.8333333333333334,0.5,JS,J02,2016,05,28,PI,motile,caligus
0,2,1,DI,D09,2016,06,01,PI,motile,caligus
0,0,0,DI,D22,2016,06,01,PI,motile,caligus
0,1.1,0.55,JS,J02,2016,06,01,PI,motile,caligus
0,1.4,0.7,JS,J09,2016,06,02,PI,motile,caligus
0.3,1.6,0.9500000000000001,JS,J03,2016,06,04,PI,motile,caligus
0,0.3333333333333333,0.16666666666666666,DI,D22,2016,06,07,PI,motile,caligus
0,1,0.5,DI,D07,2016,06,09,PI,motile,caligus
0,0.5,0.25,DI,D08,2016,06,09,PI,motile,caligus
0,0.3,0.15,JS,J02,2016,06,09,PI,motile,caligus
0,0,0,JS,J03,2016,06,10,PI,motile,caligus
0.1,1.1,0.6000000000000001,DI,D09,2016,06,14,PI,motile,caligus
0,0.5,0.25,DI,D22,2016,06,14,PI,motile,caligus
0.3,1.1,0.7000000000000001,JS,J03,2016,06,18,PI,motile,caligus
0.09750000000000014,0.8,0.4487500000000001,JS,J09,2016,06,18,PI,motile,caligus
0,0.5,0.25,DI,D09,2016,06,21,PI,motile,caligus
0.1,1.1,0.6000000000000001,JS,J03,2016,06,23,PI,motile,caligus
0,0.6,0.3,JS,J02,2016,06,24,PI,motile,caligus
0.3,1.1,0.7000000000000001,JS,J09,2016,07,04,PI,motile,caligus
0,0.6,0.3,DI,D09,2016,07,06,PI,motile,caligus
0,0,0,DI,D09,2017,05,25,PI,motile,caligus
0,0,0,DI,D09,2017,05,29,PI,motile,caligus
0,0.3,0.15,DI,D27,2017,06,05,PI,motile,caligus
0,0.6,0.3,DI,D09,2017,06,07,PI,motile,caligus
0,0,0,JS,J02,2017,06,20,PI,motile,caligus
1,1,1,DI,D09,2017,06,26,PI,motile,caligus
1,2,1.5,JS,J09,2017,06,27,PI,motile,caligus
0.7,2,1.35,JS,J02,2017,06,28,PI,motile,caligus
0.25,1.625,0.9375,DI,D27,2017,07,04,PI,motile,caligus
1,1,1,DI,D09,2017,07,05,PI,motile,caligus
0.8,1.9,1.35,JS,J09,2017,07,06,PI,motile,caligus
0.3333333333333333,1.3374999999999961,0.8354166666666647,JS,J03,2017,07,07,PI,motile,caligus
0,0,0,DI,D07,2018,05,14,PI,motile,caligus
0,0.5,0.25,DI,D09,2018,05,15,PI,motile,caligus
0,0,0,DI,D08,2018,05,17,PI,motile,caligus
0,0.3,0.15,DI,D09,2018,05,22,PI,motile,caligus
0,0,0,DI,D27,2018,05,23,PI,motile,caligus
0,0,0,DI,D09,2018,05,28,PI,motile,caligus
0,0,0,DI,D10,2018,05,30,PI,motile,caligus
0.2,0.8,0.5,JS,J09,2018,05,31,PI,motile,caligus
0.5,1.6,1.05,JS,J03,2018,06,03,PI,motile,caligus
0,0.3,0.15,DI,D09,2018,06,04,PI,motile,caligus
0.1,1.1,0.6000000000000001,DI,D27,2018,06,05,PI,motile,caligus
0.1,0.7,0.39999999999999997,DI,D10,2018,06,07,PI,motile,caligus
0.09750000000000014,0.8,0.4487500000000001,JS,J09,2018,06,07,PI,motile,caligus
0.3,1.4,0.85,DI,D09,2018,06,11,PI,motile,caligus
0,0.5,0.25,DI,D22,2018,06,12,PI,motile,caligus
0.1,1,0.55,JS,J02,2018,06,12,PI,motile,caligus
0,0.8,0.4,DI,D10,2018,06,13,PI,motile,caligus
0,0.5,0.25,JS,J09,2018,06,14,PI,motile,caligus
0.2,1,0.6,DI,D09,2018,06,18,PI,motile,caligus
0,0.3,0.15,DI,D22,2018,06,19,PI,motile,caligus
0,0.6,0.3,DI,D10,2018,06,20,PI,motile,caligus
0,0.6,0.3,JS,J02,2018,06,20,PI,motile,caligus
0.5,1.7,1.1,JS,J09,2018,06,21,PI,motile,caligus
0.5,1.7,1.1,JS,J03,2018,06,23,PI,motile,caligus
0.4,1.4,0.8999999999999999,DI,D09,2018,06,25,PI,motile,caligus
0.1,0.9,0.5,DI,D27,2018,06,26,PI,motile,caligus
0,0.8,0.4,DI,D10,2018,06,27,PI,motile,caligus
0.09750000000000014,1,0.5487500000000001,JS,J09,2018,06,28,PI,motile,caligus
0.7,1.7,1.2,DI,D09,2018,07,03,PI,motile,caligus
0.5975000000000001,1.7,1.1487500000000002,JS,J03,2018,07,03,PI,motile,caligus
0.3,1.9,1.0999999999999999,JS,J09,2018,07,04,PI,motile,caligus
0.2,1.3,0.75,DI,D10,2018,07,05,PI,motile,caligus
0,0,0,DI,D27,2019,05,22,PI,motile,caligus
0,0,0,DI,D09,2019,05,25,PI,motile,caligus
0,0,0,DI,D27,2019,05,26,PI,motile,caligus
0,0.3,0.15,DI,D09,2019,05,28,PI,motile,caligus
0,0.3,0.15,DI,D09,2019,06,05,PI,motile,caligus
0.8,2.2,1.5,JS,J11,2019,06,16,PI,motile,caligus
0.1,0.7,0.39999999999999997,DI,D09,2019,06,24,PI,motile,caligus
0.9,2.6,1.75,JS,J11,2019,06,24,PI,motile,caligus
0.2,1.1,0.65,DI,D22,2019,06,25,PI,motile,caligus
0,0,0,DI,D27,2019,06,25,PI,motile,caligus
0.8,2.3,1.5499999999999998,JS,J11,2019,06,29,PI,motile,caligus
0.7,2.2,1.4500000000000002,DI,D09,2019,07,02,PI,motile,caligus
0.1,0.9024999999999977,0.5012499999999989,DI,D22,2019,07,03,PI,motile,caligus
0.2,1.4,0.7999999999999999,DI,D27,2019,07,03,PI,motile,caligus
1.3,2.5,1.9,JS,J11,2019,07,06,PI,motile,caligus
0.5,2,1.25,DI,D09,2019,07,08,PI,motile,caligus
0.7,2.3,1.5,DI,D27,2019,07,09,PI,motile,caligus
0.6,2.0024999999999977,1.301249999999999,JS,J03,2019,07,09,PI,motile,caligus
1.2,2.6,1.9,JS,J11,2019,07,11,PI,motile,caligus
1.3,3.2,2.25,DI,D09,2019,07,22,PI,motile,caligus
0.1,1.1,0.6000000000000001,DI,D07,2015,05,16,SO,motile,caligus
0.05555555555555555,0.5555555555555556,0.3055555555555556,DI,D08,2015,05,19,SO,motile,caligus
0.2,0.7,0.44999999999999996,DI,D09,2015,05,20,SO,motile,caligus
0.2,1.3,0.75,DI,D07,2015,05,21,SO,motile,caligus
0.09090909090909091,1.2727272727272727,0.6818181818181818,DI,D08,2015,05,23,SO,motile,caligus
0.09750000000000014,0.8,0.4487500000000001,DI,D10,2015,05,23,SO,motile,caligus
0.5862068965517241,1.3103448275862069,0.9482758620689655,JS,J03,2015,05,23,SO,motile,caligus
0.4666666666666667,1.234166666666666,0.8504166666666664,JS,J09,2015,05,23,SO,motile,caligus
0.5,1.5,1,DI,D09,2015,05,24,SO,motile,caligus
0.1,0.7,0.39999999999999997,JS,J02,2015,05,24,SO,motile,caligus
0.09090909090909091,0.8181818181818182,0.4545454545454546,DI,D08,2015,05,25,SO,motile,caligus
0.5,1.6,1.05,DI,D09,2015,05,26,SO,motile,caligus
0.5,2.6,1.55,DI,D10,2015,05,26,SO,motile,caligus
0.1,0.6,0.35,JS,J03,2015,05,26,SO,motile,caligus
0.5,1.6,1.05,JS,J09,2015,05,26,SO,motile,caligus
0.1,0.9,0.5,DI,D09,2015,05,28,SO,motile,caligus
0.29750000000000015,1.2,0.74875,DI,D10,2015,05,28,SO,motile,caligus
0,2,1,DI,D08,2015,05,31,SO,motile,caligus
0.3,1.4,0.85,JS,J03,2015,05,31,SO,motile,caligus
0.4,1.15,0.7749999999999999,JS,J09,2015,05,31,SO,motile,caligus
0.1,2,1.05,DI,D09,2015,06,01,SO,motile,caligus
0.1,0.7,0.39999999999999997,DI,D10,2015,06,01,SO,motile,caligus
0.3,1.1,0.7000000000000001,JS,J02,2015,06,01,SO,motile,caligus
0.09090909090909091,0.9090909090909091,0.5,DI,D09,2015,06,03,SO,motile,caligus
0.3,1.4,0.85,DI,D10,2015,06,03,SO,motile,caligus
0,0,0,DI,D08,2015,06,04,SO,motile,caligus
0.46153846153846156,1.5384615384615385,1,DI,D07,2015,06,05,SO,motile,caligus
0.2,0.8,0.5,DI,D09,2015,06,05,SO,motile,caligus
0,0.45454545454545453,0.22727272727272727,DI,D10,2015,06,05,SO,motile,caligus
0.1,0.8,0.45,DI,D07,2015,06,07,SO,motile,caligus
0.3333333333333333,0.8333333333333334,0.5833333333333334,DI,D09,2015,06,07,SO,motile,caligus
0.6,2.2,1.4000000000000001,JS,J09,2015,06,07,SO,motile,caligus
0.25,1,0.625,JS,J03,2015,06,08,SO,motile,caligus
0.2,1.3,0.75,DI,D07,2015,06,09,SO,motile,caligus
0,0.3,0.15,DI,D09,2015,06,09,SO,motile,caligus
0,0.3,0.15,JS,J02,2015,06,09,SO,motile,caligus
0,0.40249999999999775,0.20124999999999887,DI,D09,2015,06,11,SO,motile,caligus
0.7,2,1.35,DI,D07,2015,06,13,SO,motile,caligus
0.2692307692307692,0.9230769230769231,0.5961538461538461,DI,D09,2015,06,14,SO,motile,caligus
0.36666666666666664,0.8666666666666667,0.6166666666666667,JS,J03,2015,06,15,SO,motile,caligus
0.16666666666666666,1.3333333333333333,0.75,JS,J02,2015,06,16,SO,motile,caligus
0,0.5,0.25,JS,J09,2015,06,16,SO,motile,caligus
0,0.25,0.125,DI,D08,2015,06,17,SO,motile,caligus
0.6,1.6,1.1,DI,D09,2015,06,18,SO,motile,caligus
0.3,1.5,0.9,JS,J02,2015,06,19,SO,motile,caligus
0.4166666666666667,1.6666666666666667,1.0416666666666667,JS,J09,2015,06,19,SO,motile,caligus
0.18181818181818182,2.1818181818181817,1.1818181818181817,DI,D09,2015,06,20,SO,motile,caligus
0.5,2.1,1.3,DI,D09,2015,06,22,SO,motile,caligus
0.18181818181818182,1,0.5909090909090909,DI,D10,2015,06,22,SO,motile,caligus
0,0.5,0.25,JS,J02,2015,06,23,SO,motile,caligus
0.08,0.4,0.24000000000000002,JS,J03,2015,06,23,SO,motile,caligus
0.14285714285714285,1.5714285714285714,0.8571428571428571,JS,J09,2015,06,23,SO,motile,caligus
0,0.5714285714285714,0.2857142857142857,DI,D10,2015,06,24,SO,motile,caligus
0.2727272727272727,0.8181818181818182,0.5454545454545454,DI,D09,2015,06,27,SO,motile,caligus
0.25,1.375,0.8125,DI,D09,2015,06,29,SO,motile,caligus
0,5,2.5,JS,J03,2015,07,01,SO,motile,caligus
0.25,0.8,0.525,JS,J09,2015,07,01,SO,motile,caligus
0.45454545454545453,2.1818181818181817,1.3181818181818181,DI,D09,2015,07,02,SO,motile,caligus
2.25,3,2.625,DI,D09,2015,07,06,SO,motile,caligus
0.4,4,2.2,DI,D09,2015,07,07,SO,motile,caligus
0.25,1,0.625,JS,J09,2015,07,07,SO,motile,caligus
0.23333333333333334,0.8333333333333334,0.5333333333333333,DI,D07,2016,05,14,SO,motile,caligus
0,0,0,DI,D08,2016,05,14,SO,motile,caligus
0.03333333333333333,0.26666666666666666,0.15,DI,D22,2016,05,15,SO,motile,caligus
0.06666666666666667,0.36666666666666664,0.21666666666666665,DI,D07,2016,05,19,SO,motile,caligus
0,0.16666666666666666,0.08333333333333333,DI,D08,2016,05,19,SO,motile,caligus
0.1,1.2,0.65,JS,J02,2016,05,22,SO,motile,caligus
0.3,0.8666666666666667,0.5833333333333334,JS,J09,2016,05,22,SO,motile,caligus
0,0.3,0.15,DI,D09,2016,05,23,SO,motile,caligus
0.03333333333333333,0.3341666666666659,0.1837499999999996,DI,D22,2016,05,23,SO,motile,caligus
0.1,0.7,0.39999999999999997,DI,D27,2016,05,23,SO,motile,caligus
0.23333333333333334,0.9333333333333333,0.5833333333333334,DI,D07,2016,05,26,SO,motile,caligus
0.16666666666666666,0.7,0.4333333333333333,DI,D09,2016,05,27,SO,motile,caligus
0.13333333333333333,0.6,0.36666666666666664,DI,D22,2016,05,27,SO,motile,caligus
0.2,1.1,0.65,JS,J09,2016,05,27,SO,motile,caligus
0.10526315789473684,0.5789473684210527,0.34210526315789475,JS,J02,2016,05,28,SO,motile,caligus
0.16666666666666666,0.5666666666666667,0.36666666666666664,JS,J03,2016,05,28,SO,motile,caligus
0.26666666666666666,0.7,0.4833333333333333,DI,D09,2016,06,01,SO,motile,caligus
0.13333333333333333,0.6666666666666666,0.39999999999999997,DI,D22,2016,06,01,SO,motile,caligus
0.1875,0.75,0.46875,DI,D27,2016,06,01,SO,motile,caligus
0.5,1.3636363636363635,0.9318181818181818,JS,J02,2016,06,01,SO,motile,caligus
0,0.6,0.3,DI,D20,2016,06,02,SO,motile,caligus
0.05,0.4,0.225,JS,J09,2016,06,02,SO,motile,caligus
0.26666666666666666,0.8333333333333334,0.55,DI,D07,2016,06,03,SO,motile,caligus
0.36666666666666664,1.0666666666666667,0.7166666666666667,JS,J03,2016,06,04,SO,motile,caligus
0.26666666666666666,1,0.6333333333333333,DI,D09,2016,06,07,SO,motile,caligus
0,0.25,0.125,DI,D22,2016,06,07,SO,motile,caligus
0,0,0,DI,D20,2016,06,08,SO,motile,caligus
0.09916666666666671,0.43333333333333335,0.26625000000000004,DI,D07,2016,06,09,SO,motile,caligus
0,1.3,0.65,JS,J02,2016,06,09,SO,motile,caligus
0.13793103448275862,0.7241379310344828,0.43103448275862066,JS,J09,2016,06,09,SO,motile,caligus
0.05,0.65,0.35000000000000003,JS,J03,2016,06,10,SO,motile,caligus
0.05,0.5,0.275,DI,D09,2016,06,14,SO,motile,caligus
0.13333333333333333,0.8333333333333334,0.48333333333333334,DI,D22,2016,06,14,SO,motile,caligus
0,0,0,DI,D27,2016,06,14,SO,motile,caligus
0,0.45,0.225,DI,D07,2016,06,16,SO,motile,caligus
0,0,0,JS,J03,2016,06,18,SO,motile,caligus
0.6,1.85,1.225,JS,J09,2016,06,18,SO,motile,caligus
0,0.42857142857142855,0.21428571428571427,DI,D09,2016,06,21,SO,motile,caligus
0,0,0,DI,D20,2016,06,22,SO,motile,caligus
